run	alignments_in_new_total	alignments_in_old_total	average_end_difference	average_start_difference	average_start_or_end_difference	combined_in_new	end_did_not_change	ends_earlier_in_new	ends_later_in_new	evaluated_alignments_in_new	evaluated_alignments_in_old	max_end_difference	max_start_difference	median_end_difference	median_start_difference	min_end_difference	min_start_difference	not_in_new	not_in_new_plus_not_in_old	not_in_old	split_in_new	start_did_not_change	start_or_end_did_not_change	starts_earlier_in_new	starts_later_in_new
4_50_100_28_nonfl	2378	1657	148.50651465798046	41.72801302931596	95.1172638436482	0	103	178	333	473	345	1597	959	3.0	-1.0	-1038	-120	13	186	173	84	82	185	353	179
4_30_500_28_nonfl	2895	1657	55.41945288753799	-3.992401215805471	29.705927051671733	0	125	214	319	472	345	1370	631	0.0	-1.0	-682	-500	5	285	280	36	82	207	441	135
6_50_100_12_nonfl	3831	1657	187.5119760479042	8.832335329341317	98.17215568862275	0	97	144	427	679	345	1361	523	20.0	-1.0	-398	-120	0	340	340	117	70	167	467	131
8_60_500_20_nonfl	2184	1657	60.98176291793313	-15.373860182370821	38.17781155015198	1	127	207	324	432	345	1275	959	0.0	-1.0	-495	-645	2	156	154	36	75	202	464	119
6_50_100_36_nonfl	1900	1657	149.01845018450186	55.05166051660517	102.0350553505535	0	87	156	299	414	345	1597	902	3.0	-1.0	-1038	-120	28	159	131	83	86	173	280	176
2_30_300_20_float	7155	1657	101.22028985507247	-2.9391304347826086	52.07971014492754	0	261	71	358	698	345	1372	629	2.0	-1.0	-473	-270	0	790	790	73	2	263	567	121
10_30_100_28_nonfl	2267	1657	229.8758865248227	21.03191489361702	125.45390070921987	0	95	116	353	491	345	1597	663	26.0	-1.0	-433	-130	26	164	138	111	83	178	349	132
8_40_100_36_nonfl	1898	1657	204.11068702290078	40.94847328244275	122.52958015267177	0	85	130	309	430	345	1597	659	14.5	-1.0	-1038	-120	38	149	111	96	87	172	284	153
8_30_300_28_nonfl	2038	1657	87.22147651006712	-3.134228187919463	45.17785234899329	0	116	184	296	417	345	1597	608	0.0	-1.0	-682	-300	16	172	156	50	84	200	388	124
10_70_300_28_nonfl	1497	1657	51.731751824817515	6.385036496350365	29.05839416058394	0	120	189	239	315	345	1275	959	0.0	-1.0	-817	-318	26	115	89	25	75	195	352	121
8_50_700_36_float	1884	1657	13.174061433447099	10.791808873720136	11.982935153583618	0	274	93	219	360	345	895	629	0.0	-1.0	-998	-382	15	186	171	10	1	275	449	136
2_70_500_28_float	1871	1657	35.041009463722396	10.504731861198739	22.77287066246057	0	281	96	257	375	345	1274	962	0.0	-1.0	-815	-382	7	137	130	19	0	281	481	153
2_40_100_20_nonfl	3658	1657	152.13088235294117	27.763235294117646	89.9470588235294	0	110	179	391	608	345	1623	966	7.0	-1.0	-538	-120	1	316	315	101	85	195	421	174
4_40_500_28_nonfl	2671	1657	44.19692307692308	0.14461538461538462	22.17076923076923	0	127	224	299	446	345	1275	631	0.0	-1.0	-682	-500	5	260	255	28	78	205	431	141
2_50_100_20_float	3243	1657	149.2973372781065	35.41568047337278	92.35650887573965	0	221	84	371	579	345	1628	965	3.0	-1.0	-499	-100	0	265	265	95	1	222	501	174
2_50_100_12_float	5647	1657	219.6139053254438	8.488165680473372	114.05103550295858	0	188	45	443	823	345	1366	524	40.5	-1.0	-360	-114	0	563	563	142	1	189	559	116
8_60_700_28_nonfl	1662	1657	39.62157534246575	-5.196917808219178	22.409246575342465	0	123	209	252	343	345	1275	959	0.0	-1.0	-682	-756	17	129	112	18	75	198	380	129
6_50_500_20_nonfl	2574	1657	60.82396449704142	-16.24112426035503	38.532544378698226	1	127	209	340	479	345	1275	959	1.0	-1.0	-495	-645	0	228	228	40	80	207	476	120
6_70_100_28_nonfl	1789	1657	136.96428571428572	38.433928571428574	87.69910714285714	0	102	168	290	388	345	1499	959	2.0	-1.0	-1038	-120	26	129	103	70	78	180	316	166
4_50_100_12_float	5367	1657	219.6139053254438	8.488165680473372	114.05103550295858	0	188	45	443	816	345	1366	524	40.5	-1.0	-360	-114	0	524	524	142	1	189	559	116
4_40_700_28_float	3210	1657	44.90059347181009	3.136498516320475	24.01854599406528	1	288	95	291	474	345	1274	672	0.0	-1.0	-681	-948	1	339	338	29	1	289	520	153
8_60_500_12_nonfl	3348	1657	130.80149253731344	-25.6955223880597	78.24850746268658	2	109	169	392	583	345	1361	959	6.5	-1.0	-475	-948	0	289	289	80	64	173	504	102
4_60_700_36_float	1621	1657	13.790940766550523	10.168989547038327	11.979965156794425	0	280	85	209	329	345	895	636	0.0	-1.0	-998	-382	15	137	122	7	0	280	439	135
4_30_300_36_nonfl	2145	1657	65.65824915824916	11.964646464646465	38.81144781144781	0	121	190	283	407	345	1597	631	0.0	-1.0	-402	-300	18	213	195	38	88	209	366	140
2_40_500_20_float	4045	1657	79.0466472303207	-12.090379008746355	45.56851311953353	1	274	74	338	565	345	1274	523	0.0	-1.0	-473	-948	0	396	396	55	2	276	568	116
8_70_100_12_float	3716	1657	206.3534743202417	16.27794561933535	111.31570996978853	0	196	49	417	666	345	1366	962	35.0	-1.0	-499	-114	0	300	300	129	1	197	531	130
10_30_700_36_nonfl	1280	1657	22.965447154471544	-6.416666666666667	14.691056910569106	0	120	175	197	282	345	923	592	0.0	-1.0	-359	-700	50	140	90	12	73	193	323	96
6_60_700_12_float	8914	1657	175.79402985074626	-28.88507462686567	102.33955223880596	2	205	49	416	959	345	1295	962	27.5	-1.0	-730	-948	0	1041	1041	113	2	207	565	103
10_70_700_12_nonfl	2929	1657	123.1497005988024	-37.80988023952096	80.47979041916167	2	109	176	383	546	345	1295	959	4.0	-1.0	-495	-948	0	233	233	74	62	171	503	103
6_70_100_28_float	1982	1657	124.235	46.6	85.4175	0	213	91	296	425	345	1506	962	0.0	-1.0	-1039	-100	11	136	125	72	0	213	409	191
2_30_500_36_nonfl	2601	1657	24.391167192429023	8.145110410094638	16.26813880126183	0	127	229	278	433	345	959	650	0.0	-1.0	-398	-500	5	270	265	21	86	213	397	151
8_70_500_36_nonfl	1273	1657	10.025291828793774	1.3715953307392996	5.698443579766537	0	125	191	198	277	345	717	650	0.0	-1.0	-999	-500	38	120	82	7	77	202	323	114
2_50_700_28_nonfl	2134	1657	37.86760124610592	-6.107476635514018	21.98753894080997	0	126	228	288	404	345	1275	959	0.0	-1.0	-682	-756	6	188	182	21	77	203	428	137
4_40_100_36_nonfl	2433	1657	176.45408163265307	51.95748299319728	114.20578231292518	0	85	168	335	497	345	1597	902	6.5	-1.0	-1038	-120	18	207	189	98	92	177	304	192
4_30_300_20_nonfl	4931	1657	84.12608695652175	-7.323188405797102	45.72463768115942	0	122	205	363	595	345	1370	631	2.0	-1.0	-475	-300	0	521	521	62	84	206	481	125
2_50_300_28_nonfl	2190	1657	49.14733542319749	8.899686520376175	29.023510971786834	0	121	224	293	415	345	1597	959	0.0	-1.0	-817	-300	7	187	180	31	80	201	409	149
8_70_500_20_float	2539	1657	68.38358208955223	-7.441791044776119	37.91268656716418	1	281	79	310	464	345	1274	962	0.0	-1.0	-499	-948	0	195	195	41	1	282	543	126
8_70_100_36_nonfl	1435	1657	110.18273092369478	56.33935742971887	83.26104417670683	0	89	164	245	337	345	1485	1050	0.0	-1.0	-1038	-120	46	136	90	63	81	170	253	164
10_40_700_28_float	3146	1657	45.51343283582089	3.1970149253731344	24.355223880597013	1	286	93	291	470	345	1274	672	0.0	-1.0	-681	-948	2	326	324	29	1	287	517	152
6_40_100_36_nonfl	2120	1657	195.98727272727274	49.04727272727273	122.51727272727274	0	85	140	325	461	345	1597	902	13.0	-1.0	-1038	-120	27	169	142	98	89	174	290	171
10_60_300_36_nonfl	1241	1657	30.32716049382716	15.024691358024691	22.675925925925927	0	117	172	197	274	345	1209	717	0.0	-1.0	-999	-300	50	129	79	17	74	191	296	116
6_30_700_20_nonfl	3186	1657	71.84649122807018	-29.77777777777778	50.81213450292398	2	125	203	356	520	345	1275	495	2.0	-1.0	-475	-756	0	290	290	49	83	208	494	107
10_40_500_36_float	2147	1657	23.07190635451505	10.382943143812708	16.72742474916388	0	264	95	239	389	345	924	653	0.0	-1.0	-656	-382	15	216	201	18	1	265	461	136
10_50_500_12_nonfl	3278	1657	134.08579881656806	-29.75887573964497	81.92233727810651	2	107	167	402	591	345	1361	636	8.5	-1.0	-475	-948	0	281	281	86	67	174	516	93
6_60_300_28_nonfl	1804	1657	46.958193979933114	8.14046822742475	27.54933110367893	0	118	209	271	362	345	1275	959	0.0	-1.0	-817	-300	11	130	119	27	78	196	377	143
2_50_700_36_nonfl	1787	1657	8.04152249134948	2.314878892733564	5.178200692041522	0	127	222	229	345	345	717	631	0.0	-1.0	-999	-700	15	168	153	8	83	210	365	130
6_40_300_12_float	7935	1657	189.0843023255814	-13.921511627906977	101.50290697674419	0	195	51	442	938	345	1405	458	39.0	-1.0	-467	-679	0	890	890	126	1	196	584	103
8_60_300_12_nonfl	3266	1657	134.62089552238805	-10.104477611940299	72.36268656716418	0	109	169	392	582	345	1361	959	6.5	-1.0	-355	-353	0	277	277	81	59	168	496	115
10_50_100_36_nonfl	1562	1657	172.33744855967078	43.534979423868315	107.93621399176955	0	83	132	271	367	345	1597	761	3.0	-1.0	-1038	-120	50	140	90	82	75	158	266	145
4_30_100_20_float	7390	1657	180.8144927536232	20.08405797101449	100.44927536231884	0	209	62	419	786	345	1628	672	23.0	-1.0	-502	-112	0	767	767	125	2	211	538	150
8_70_100_28_nonfl	1749	1657	140.3168498168498	39.39010989010989	89.85347985347985	0	100	164	282	381	345	1499	959	2.0	-1.0	-1038	-120	29	131	102	70	78	178	306	162
4_50_100_20_float	3231	1657	149.2973372781065	35.41568047337278	92.35650887573965	0	221	84	371	579	345	1628	965	3.0	-1.0	-499	-100	0	265	265	95	1	222	501	174
6_60_700_20_nonfl	2329	1657	64.95223880597015	-24.001492537313432	44.47686567164179	2	127	209	334	447	345	1275	959	0.0	-1.0	-495	-756	0	174	174	36	79	206	473	118
4_60_700_28_float	2011	1657	40.828220858895705	6.684049079754601	23.756134969325153	1	289	94	269	398	345	1274	962	0.0	-1.0	-681	-757	3	158	155	20	0	289	496	156
10_30_300_36_float	2338	1657	71.36333333333333	12.135	41.74916666666667	0	250	77	273	425	345	1596	629	0.0	-1.0	-403	-255	15	228	213	41	1	251	458	141
4_50_500_36_nonfl	1786	1657	8.373684210526315	6.685964912280702	7.529824561403508	0	124	216	230	341	345	717	650	0.0	-1.0	-999	-500	18	167	149	10	83	207	357	130
4_50_300_20_float	3160	1657	84.34264705882353	6.302941176470588	45.32279411764706	0	268	78	334	528	345	1274	962	0.0	-1.0	-499	-270	0	286	286	55	1	269	544	135
8_30_300_36_nonfl	1583	1657	66.49239543726236	2.7680608365019013	34.63022813688213	0	118	171	237	333	345	1597	592	0.0	-1.0	-402	-300	38	151	113	33	81	199	330	115
6_70_300_28_nonfl	1653	1657	46.2542662116041	6.262798634812286	26.25853242320819	0	120	205	261	341	345	1275	959	0.0	-1.0	-817	-318	13	112	99	25	75	195	374	137
10_70_300_20_float	2469	1657	78.07185628742515	8.275449101796408	43.17365269461078	0	275	81	312	468	345	1274	962	0.0	-1.0	-499	-270	0	185	185	47	0	275	528	140
8_30_500_20_nonfl	2661	1657	69.46884272997033	-22.885756676557865	46.1772997032641	1	125	199	350	495	345	1275	495	2.0	-1.0	-473	-645	2	224	222	51	79	204	489	106
4_70_300_28_nonfl	1721	1657	45.365	6.098333333333334	25.73166666666667	0	122	210	268	350	345	1275	959	0.0	-1.0	-817	-318	12	115	103	25	75	197	385	140
10_40_300_20_nonfl	2244	1657	82.00769230769231	-4.890769230769231	43.44923076923077	0	121	197	332	456	345	1275	631	2.0	-1.0	-495	-300	6	172	166	54	79	200	447	124
2_60_100_12_float	4774	1657	212.92492492492494	13.316816816816816	113.12087087087087	0	194	45	427	738	345	1366	962	36.0	-1.0	-282	-114	0	440	440	135	1	195	543	122
2_60_300_12_float	8389	1657	179.89732142857142	-9.105654761904763	94.50148809523809	0	207	49	416	868	345	1366	962	27.0	-1.0	-319	-679	0	957	957	112	1	208	567	104
8_50_500_20_nonfl	2373	1657	62.53463855421687	-16.996987951807228	39.76581325301205	1	127	203	334	456	345	1275	959	1.0	-1.0	-495	-645	2	197	195	40	76	203	472	116
2_30_700_36_nonfl	2549	1657	19.541009463722396	5.701892744479495	12.621451104100945	0	130	235	269	426	345	959	631	0.0	-1.0	-398	-700	5	266	261	16	86	216	397	151
2_40_700_12_nonfl	9915	1657	137.38269794721407	-43.13343108504399	90.25806451612902	2	106	167	409	929	345	1297	653	13.0	-1.0	-475	-948	0	1198	1198	92	65	171	519	98
10_40_500_28_nonfl	1633	1657	52.87234042553192	-4.464539007092198	28.668439716312058	0	122	191	251	347	345	1275	608	0.0	-1.0	-510	-500	26	145	119	27	75	197	378	111
4_60_300_12_nonfl	4005	1657	134.62089552238805	-10.104477611940299	72.36268656716418	0	109	169	392	632	345	1361	959	6.5	-1.0	-355	-353	0	383	383	81	59	168	496	115
6_60_100_12_nonfl	3378	1657	178.3867069486405	16.16616314199396	97.27643504531723	0	99	152	411	625	345	1361	959	14.5	-1.0	-355	-120	0	274	274	108	67	166	451	144
2_60_500_36_float	1649	1657	15.410526315789474	13.156140350877193	14.283333333333333	0	272	85	213	330	345	895	653	0.0	-1.0	-998	-382	15	138	123	9	0	272	433	137
6_70_300_36_float	1492	1657	26.69741697416974	22.669741697416974	24.683579335793358	0	259	76	207	313	345	1209	1026	0.0	-1.0	-998	-255	30	130	100	16	0	259	403	139
2_40_300_36_float	2806	1657	53.059375	22.6578125	37.85859375	0	273	97	270	450	345	1596	818	0.0	-1.0	-656	-255	4	275	271	33	1	274	476	163
2_60_300_12_nonfl	5356	1657	134.62089552238805	-10.104477611940299	72.36268656716418	0	109	169	392	689	345	1361	959	6.5	-1.0	-355	-353	0	567	567	81	59	168	496	115
10_30_100_36_float	2835	1657	216.655	37.17	126.9125	0	162	75	363	552	345	1596	662	21.5	-1.0	-438	-112	15	237	222	115	1	163	416	183
4_60_300_28_nonfl	1873	1657	46.0702614379085	7.936274509803922	27.00326797385621	0	120	214	278	371	345	1275	959	0.0	-1.0	-817	-300	10	133	123	27	78	198	388	146
2_40_100_12_float	6942	1657	226.10058309037902	5.313411078717201	115.7069970845481	0	180	41	465	911	345	1405	523	50.0	-1.0	-467	-114	0	732	732	153	1	181	573	112
6_60_100_36_float	1871	1657	127.7725631768953	57.33393501805054	92.55324909747293	0	174	105	275	404	345	1506	901	0.0	-1.0	-1040	-100	24	156	132	73	0	174	373	181
8_50_100_12_float	4896	1657	219.6139053254438	8.488165680473372	114.05103550295858	0	188	45	443	799	345	1366	524	40.5	-1.0	-360	-114	0	466	466	142	1	189	559	116
8_70_500_12_float	5980	1657	173.6182634730539	-19.34131736526946	96.47979041916167	2	207	53	408	777	345	1366	962	25.0	-1.0	-730	-948	0	638	638	109	2	209	559	107
8_60_100_36_float	1867	1657	128.2173913043478	57.70471014492754	92.96105072463767	0	174	105	273	403	345	1506	901	0.0	-1.0	-1040	-100	24	156	132	73	0	174	371	181
10_70_500_28_nonfl	1462	1657	40.308664259927795	-1.3592057761732852	20.83393501805054	0	124	193	237	311	345	1275	959	0.0	-1.0	-817	-500	26	115	89	17	73	197	367	114
2_40_100_36_nonfl	2874	1657	164.20550161812298	53.30744336569579	108.75647249190939	0	85	189	344	536	345	1597	902	3.0	-1.0	-1038	-120	9	259	250	98	92	177	317	209
8_40_300_28_float	3279	1657	69.50449101796407	11.1062874251497	40.30538922155689	0	270	89	309	488	345	1596	629	0.0	-1.0	-681	-255	3	332	329	43	1	271	508	159
8_60_100_20_float	2799	1657	144.83633633633633	37.54204204204204	91.1891891891892	0	226	83	357	540	345	1596	965	3.0	-1.0	-499	-100	0	202	202	90	0	226	493	173
10_30_300_36_nonfl	1420	1657	65	3.201219512195122	34.10060975609756	0	114	157	221	306	345	1597	592	0.0	-1.0	-402	-300	50	146	96	30	74	188	316	102
2_60_700_20_nonfl	2744	1657	64.95223880597015	-24.001492537313432	44.47686567164179	2	127	209	334	466	345	1275	959	0.0	-1.0	-495	-756	0	221	221	36	79	206	473	118
2_50_100_28_nonfl	2409	1657	147.6525974025974	41.68181818181818	94.66720779220779	0	103	180	333	478	345	1597	959	3.0	-1.0	-1038	-120	12	194	182	84	82	185	353	181
6_60_300_36_nonfl	1527	1657	24.71189591078067	20.67472118959108	22.693308550185876	0	121	194	223	313	345	1209	717	0.0	-1.0	-999	-300	30	136	106	17	82	203	316	140
4_60_100_12_float	4562	1657	212.92492492492494	13.316816816816816	113.12087087087087	0	194	45	427	731	345	1366	962	36.0	-1.0	-282	-114	0	404	404	135	1	195	543	122
6_30_100_20_float	7312	1657	180.8144927536232	20.08405797101449	100.44927536231884	0	209	62	419	786	345	1628	672	23.0	-1.0	-502	-112	0	759	759	125	2	211	538	150
8_50_500_36_float	1917	1657	12.223549488054607	13.621160409556314	12.92235494880546	0	266	97	223	364	345	895	653	0.0	-1.0	-998	-382	15	188	173	12	1	267	447	138
6_60_500_36_nonfl	1487	1657	10.405555555555555	8.21111111111111	9.308333333333334	0	123	201	216	305	345	717	650	0.0	-1.0	-999	-500	27	131	104	8	80	203	333	127
2_30_500_36_float	3389	1657	25.096385542168676	18.802710843373493	21.949548192771083	0	281	112	271	469	345	962	957	0.0	-1.0	-681	-382	3	365	362	24	1	282	496	167
6_40_100_20_float	4023	1657	162.69590643274853	27.960526315789473	95.328216374269	0	217	74	393	642	345	1628	965	11.0	-1.0	-502	-112	0	349	349	109	1	218	522	161
2_60_100_12_nonfl	3859	1657	178.3867069486405	16.16616314199396	97.27643504531723	0	99	152	411	653	345	1361	959	14.5	-1.0	-355	-120	0	337	337	108	67	166	451	144
6_60_500_20_nonfl	2333	1657	59.28358208955224	-14.640298507462687	36.961940298507464	1	127	213	330	451	345	1275	959	0.0	-1.0	-495	-645	0	178	178	36	79	206	468	123
10_30_100_28_float	4220	1657	195.02218934911244	30.19674556213018	112.60946745562131	0	204	65	407	648	345	1596	957	23.5	-1.0	-502	-112	2	377	375	127	1	205	495	180
4_70_100_12_float	3989	1657	206.3534743202417	16.27794561933535	111.31570996978853	0	196	49	417	672	345	1366	962	35.0	-1.0	-499	-114	0	333	333	129	1	197	531	130
2_70_700_20_float	2807	1657	73.97910447761194	-14.1	44.03955223880597	2	283	73	314	469	345	1274	962	0.0	-1.0	-499	-948	0	222	222	41	1	284	548	121
8_70_300_12_nonfl	3039	1657	128.45345345345345	-11.00900900900901	69.73123123123123	0	111	174	381	550	345	1361	959	4.0	-1.0	-495	-353	0	242	242	75	59	170	495	112
8_40_500_28_float	3199	1657	49.45522388059702	7.643283582089552	28.549253731343285	0	280	91	299	477	345	1274	672	0.0	-1.0	-681	-382	3	333	330	33	1	281	518	151
4_30_300_28_nonfl	3003	1657	80.84498480243161	0.5562310030395137	40.70060790273556	0	121	202	335	489	345	1597	631	2.0	-1.0	-682	-300	5	286	281	51	85	206	430	143
6_70_700_28_nonfl	1612	1657	38.7996632996633	-7.693602693602694	23.246632996632997	0	125	209	260	336	345	1275	959	0.0	-1.0	-682	-756	13	112	99	16	73	198	393	128
4_70_700_12_float	11183	1657	170.34580838323353	-27.5374251497006	98.94161676646706	2	207	53	408	999	345	1295	962	25.0	-1.0	-730	-948	0	1343	1343	109	2	209	556	110
8_70_500_28_float	1832	1657	35.517405063291136	10.549050632911392	23.033227848101262	0	281	94	257	372	345	1274	962	0.0	-1.0	-815	-382	7	129	122	19	0	281	479	153
2_40_700_36_float	2656	1657	15.1328125	14.3734375	14.753125	0	291	109	240	424	345	924	818	0.0	-1.0	-656	-382	4	270	266	13	1	292	484	155
10_60_700_20_nonfl	2002	1657	67.3044164037855	-22.28706624605678	44.79574132492114	2	124	197	313	405	345	1275	959	0.0	-1.0	-495	-756	6	139	133	36	75	199	448	111
10_60_300_28_nonfl	1565	1657	52.67934782608695	7.657608695652174	30.168478260869563	0	118	191	243	323	345	1275	959	0.0	-1.0	-817	-300	26	120	94	27	75	193	353	124
2_30_100_36_nonfl	3240	1657	204.82807570977917	44.49211356466877	124.66009463722398	0	87	163	384	591	345	1597	663	19.0	-1.0	-433	-120	5	281	276	118	92	179	333	209
10_70_100_28_nonfl	1662	1657	145.08614232209737	38.13670411985019	91.61142322097378	0	100	156	278	368	345	1499	959	2.0	-1.0	-1038	-120	33	126	93	70	78	178	304	152
10_70_100_36_nonfl	1336	1657	118.60805084745763	55.692796610169495	87.15042372881356	0	85	154	233	320	345	1485	1050	0.0	-1.0	-1038	-120	55	135	80	63	73	158	245	154
10_30_500_20_nonfl	2309	1657	71.78153846153846	-21.626153846153848	46.70384615384616	1	122	193	335	460	345	1275	495	2.0	-1.0	-398	-645	6	183	177	50	79	201	468	103
8_50_500_20_float	3094	1657	72.62058823529412	-8.19264705882353	40.40661764705882	1	276	76	328	517	345	1274	962	0.0	-1.0	-499	-948	0	287	287	48	2	278	556	122
2_50_700_36_float	1898	1657	12.925925925925926	9.856902356902356	11.391414141414142	0	278	95	221	364	345	895	629	0.0	-1.0	-998	-382	12	183	171	10	1	279	455	138
4_30_700_12_nonfl	6800	1657	145.2274052478134	-44.690962099125365	94.95918367346938	2	106	163	417	857	345	1346	653	15.5	-1.5	-475	-948	0	812	812	99	71	177	526	89
6_70_100_20_float	2524	1657	140.2439024390244	40.1890243902439	90.21646341463415	0	226	87	343	505	345	1506	965	3.0	-1.0	-499	-100	1	169	168	85	0	226	479	177
4_40_100_12_float	6582	1657	226.10058309037902	5.313411078717201	115.7069970845481	0	180	41	465	903	345	1405	523	50.0	-1.0	-467	-114	0	683	683	153	1	181	573	112
2_30_100_28_nonfl	5424	1657	187.29705882352943	35.50588235294118	111.4014705882353	0	100	174	406	678	345	1597	998	15.0	-1.0	-538	-130	3	563	560	119	86	186	399	195
10_30_300_28_float	3675	1657	78.8328402366864	7.636094674556213	43.234467455621306	0	266	89	321	523	345	1596	957	0.0	-1.0	-681	-255	2	367	365	53	1	267	524	151
2_30_700_36_float	3333	1657	19.39156626506024	18.576807228915662	18.98418674698795	0	291	114	259	461	345	962	957	0.0	-1.0	-681	-382	3	361	358	18	1	292	496	167
8_30_700_12_float	11067	1657	192.02769679300292	-38.94314868804665	115.48542274052478	2	191	47	448	1148	345	1405	676	44.0	-1.0	-730	-948	0	1368	1368	137	3	194	599	84
4_70_100_36_nonfl	1511	1657	106.73725490196078	57.34901960784314	82.04313725490196	0	89	168	253	345	345	1485	1050	0.0	-1.0	-1038	-120	43	137	94	63	83	172	257	170
2_30_500_28_float	6198	1657	52.8421052631579	4.119883040935672	28.480994152046783	0	276	99	309	591	345	1274	672	0.0	-1.0	-681	-382	1	743	742	41	1	277	536	147
8_40_500_36_float	2291	1657	22.651960784313726	11.648692810457517	17.15032679738562	0	275	96	241	404	345	924	653	0.0	-1.0	-656	-382	12	237	225	18	1	276	471	140
8_50_500_12_float	7166	1657	182.31710914454277	-25.70206489675516	104.00958702064896	2	197	49	432	899	345	1366	454	33.0	-1.0	-730	-948	0	812	812	120	2	199	584	92
6_30_700_12_nonfl	5214	1657	145.2274052478134	-44.690962099125365	94.95918367346938	2	106	163	417	756	345	1346	653	15.5	-1.5	-475	-948	0	560	560	99	71	177	526	89
10_50_100_28_float	2537	1657	141.56803797468353	44.25158227848101	92.90981012658227	0	214	88	330	497	345	1596	962	3.0	-1.0	-1039	-100	8	199	191	87	1	215	440	191
4_50_300_28_nonfl	2140	1657	49.90220820189275	8.547318611987382	29.224763406940063	0	121	220	293	408	345	1597	959	0.0	-1.0	-817	-300	8	177	169	31	80	201	407	147
6_50_500_20_float	3149	1657	72.62058823529412	-8.19264705882353	40.40661764705882	1	276	76	328	520	345	1274	962	0.0	-1.0	-499	-948	0	293	293	48	2	278	556	122
6_50_300_36_nonfl	1640	1657	37.07509157509158	16.88095238095238	26.978021978021978	0	119	191	236	331	345	1597	877	0.0	-1.0	-999	-300	27	151	124	23	82	201	328	136
2_60_500_28_float	2030	1657	35.523148148148145	10.402777777777779	22.962962962962962	0	281	98	269	398	345	1274	962	0.0	-1.0	-815	-382	5	160	155	21	0	281	494	154
2_30_700_12_nonfl	11705	1657	145.2274052478134	-44.690962099125365	94.95918367346938	2	106	163	417	1055	345	1346	653	15.5	-1.5	-475	-948	0	1501	1501	99	71	177	526	89
10_30_700_28_float	3489	1657	49.32195845697329	-1.9480712166172107	25.63501483679525	1	282	93	299	495	345	1274	672	0.0	-1.0	-681	-948	2	359	357	36	1	283	531	142
10_30_500_36_nonfl	1320	1657	26.78252032520325	-3.6747967479674797	15.228658536585366	0	117	173	202	287	345	923	650	0.0	-1.0	-359	-500	50	143	93	15	73	190	323	96
10_30_700_20_float	6194	1657	87.49416909620992	-21.714285714285715	54.60422740524781	2	271	65	350	651	345	1274	460	2.0	-1.0	-467	-948	0	690	690	62	3	274	579	104
8_40_300_36_float	2393	1657	57.310457516339866	18.15686274509804	37.73366013071895	0	265	86	261	423	345	1596	629	0.0	-1.0	-656	-255	12	239	227	33	1	266	464	147
4_40_300_28_nonfl	2738	1657	61.31076923076923	7.48	34.395384615384614	0	123	218	309	457	345	1597	631	0.0	-1.0	-682	-300	5	260	255	38	81	204	416	153
6_70_300_12_nonfl	3283	1657	128.45345345345345	-11.00900900900901	69.73123123123123	0	111	174	381	571	345	1361	959	4.0	-1.0	-495	-353	0	278	278	75	59	170	495	112
4_40_700_12_float	14155	1657	184.73245614035088	-35.59795321637427	110.16520467836257	2	193	50	441	1215	345	1405	676	39.0	-1.0	-730	-948	0	1766	1766	128	2	195	584	98
6_40_500_12_nonfl	4512	1657	138.1964809384164	-32.33724340175953	85.26686217008798	2	106	165	411	692	345	1361	363	13.5	-1.0	-475	-948	0	452	452	93	67	173	521	94
2_30_100_36_float	4033	1657	194.45180722891567	48.3960843373494	121.42394578313254	0	172	104	388	623	345	1596	957	14.5	-1.0	-681	-112	3	378	375	120	1	173	445	218
8_40_500_20_float	3819	1657	79.0466472303207	-12.090379008746355	45.56851311953353	1	274	74	338	559	345	1274	523	0.0	-1.0	-473	-948	0	372	372	55	2	276	568	116
10_40_100_36_nonfl	1737	1657	212.29387755102042	36.92448979591837	124.60918367346939	0	81	120	289	403	345	1597	633	14.5	-1.0	-1038	-120	50	145	95	92	77	158	276	137
6_70_500_20_float	2580	1657	68.38358208955223	-7.441791044776119	37.91268656716418	1	281	79	310	465	345	1274	962	0.0	-1.0	-499	-948	0	199	199	41	1	282	543	126
6_30_700_28_float	4617	1657	47.97935103244838	-0.9351032448377581	24.457227138643066	1	282	97	299	538	345	1274	672	0.0	-1.0	-681	-948	2	519	517	36	1	283	533	144
6_30_100_12_nonfl	5237	1657	205.94912790697674	-0.19040697674418605	103.06976744186046	0	94	130	464	825	345	1361	492	35.0	-1.0	-538	-120	0	530	530	140	77	171	499	112
10_60_700_12_float	6148	1657	175.79402985074626	-28.88507462686567	102.33955223880596	2	205	49	416	827	345	1295	962	27.5	-1.0	-730	-948	0	655	655	113	2	207	565	103
8_70_300_12_float	4949	1657	173.26567164179104	-7.7029850746268655	90.48432835820896	0	209	53	408	710	345	1366	962	22.5	-1.0	-499	-679	0	472	472	106	1	210	558	111
8_40_300_28_nonfl	1901	1657	68.60472972972973	5.679054054054054	37.14189189189189	0	118	198	276	391	345	1597	608	0.0	-1.0	-682	-300	16	161	145	38	80	198	374	138
4_30_100_36_nonfl	2639	1657	217.37542087542087	41.81481481481482	129.59511784511784	0	85	142	367	541	345	1597	663	20.0	-1.0	-433	-120	18	221	203	115	92	177	316	186
8_50_100_36_nonfl	1705	1657	160.64922480620154	46.0562015503876	103.35271317829458	0	87	144	285	388	345	1597	761	3.0	-1.0	-1038	-120	39	143	104	83	84	171	274	158
