run	alignments_in_new_total	alignments_in_old_total	average_end_difference	average_start_difference	average_start_or_end_difference	combined_in_new	end_did_not_change	ends_earlier_in_new	ends_later_in_new	max_end_difference	max_start_difference	median_end_difference	median_start_difference	min_end_difference	min_start_difference	not_in_new	not_in_new_plus_not_in_old	not_in_old	split_in_new	start_did_not_change	start_or_end_did_not_change	starts_earlier_in_new	starts_later_in_new
10_30_300_12_nonfl	3691	1657	151.30405405405406	-26.555282555282556	88.92966830466831	5	345	632	2279	1588	776	43.0	-4.0	-505	-654	6	1268	1262	574	321	666	2505	430
8_70_100_28_float	1974	1657	92.44082840236686	47.32877218934911	69.88480029585799	0	693	572	1439	1506	1117	3.0	-1.0	-1155	-119	121	377	256	298	18	711	1768	918
10_30_500_28_nonfl	1721	1657	69.9609872611465	-11.723328025477707	40.842157643312106	2	373	710	1429	1370	806	4.0	-1.0	-647	-520	183	444	261	175	312	685	1692	508
6_50_300_20_nonfl	2594	1657	78.74031746031746	-6.288888888888889	42.514603174603174	2	403	900	1847	1336	969	8.0	-1.0	-806	-546	19	736	717	258	362	765	2163	625
6_30_700_36_float	2474	1657	40.39160839160839	10.117132867132867	25.25437062937063	12	907	556	1397	1385	901	0.0	-1.0	-712	-822	70	974	904	128	15	922	2065	780
2_40_300_20_nonfl	3499	1657	81.15925925925926	-7.8845679012345675	44.52191358024691	2	403	920	1917	1336	969	9.0	-1.0	-806	-546	6	1538	1532	288	367	770	2233	640
4_30_700_20_float	7066	1657	101.26378676470588	-20.810049019607842	61.036917892156865	13	915	399	1950	1383	683	16.0	-1.0	-513	-948	0	4993	4993	356	21	936	2661	582
4_60_300_36_nonfl	1568	1657	34.78401639344262	22.949180327868852	28.866598360655736	0	353	841	1246	1388	1211	2.0	-1.0	-1109	-320	191	430	239	105	315	668	1430	695
2_40_700_36_nonfl	2347	1657	27.703214285714285	6.392142857142857	17.04767857142857	10	382	1008	1410	1388	899	1.0	-1.0	-999	-821	84	929	845	92	367	749	1672	761
6_30_500_28_float	4673	1657	60.67917981072555	-2.1441640378548894	31.41167192429022	4	939	549	1682	1383	805	3.0	-1.0	-712	-588	19	2839	2820	229	17	956	2455	698
6_30_100_36_float	3155	1657	163.28202479338842	40.445247933884296	101.86363636363636	0	577	561	1766	1596	901	24.0	-1.0	-868	-119	70	1001	931	538	24	601	1836	1044
8_60_500_36_float	1634	1657	28.40133647798742	12.55070754716981	20.476022012578618	1	875	485	1184	1385	957	0.0	-1.0	-1108	-519	157	444	287	72	15	890	1849	680
8_30_100_20_float	7213	1657	170.83647990255787	17.218940316686968	94.02771010962242	0	713	373	2198	1628	805	42.0	-1.0	-895	-174	2	4642	4640	652	26	739	2417	841
8_60_700_20_float	2814	1657	86.58281053952321	-16.677227101631118	51.63001882057716	13	960	420	1808	1280	962	8.0	-1.0	-513	-948	8	935	927	245	19	979	2546	623
8_60_300_28_float	2028	1657	57.68664383561644	11.942465753424658	34.81455479452055	0	890	517	1513	1596	962	3.0	-1.0	-815	-319	79	462	383	165	14	904	2182	724
8_60_700_20_nonfl	2172	1657	77.96364838070059	-21.984808454425362	49.974228417562976	14	409	854	1763	1275	963	6.0	-1.0	-513	-821	37	466	429	199	355	764	2087	586
8_60_500_20_float	2775	1657	81.25702685821362	-11.591760299625468	46.42439357891954	5	970	427	1805	1280	962	8.0	-1.0	-499	-948	9	890	881	243	19	989	2564	621
6_50_100_36_float	2265	1657	104.92621722846442	55.8438202247191	80.38501872659177	0	594	676	1400	1596	1131	3.0	-1.0	-1040	-119	123	609	486	352	20	614	1623	1027
2_70_700_20_nonfl	2549	1657	71.928662016487	-21.432192648922687	46.68042733270484	14	413	914	1827	1275	963	6.0	-1.0	-1109	-821	11	778	767	182	367	780	2164	625
8_30_100_12_nonfl	4434	1657	185.40524070688605	-0.044789762340036565	92.72501523461304	3	299	601	2382	1588	806	54.0	-1.0	-538	-209	3	1707	1704	711	329	628	2332	621
8_30_100_20_nonfl	3146	1657	161.4361770365619	16.398332264271968	88.91725465041694	0	309	730	2079	1623	966	32.0	-1.0	-612	-149	31	805	774	573	333	642	1971	814
4_70_700_20_float	2711	1657	82.12713472485768	-15.939633375474083	49.033384050165886	13	961	436	1765	1280	962	6.0	-1.0	-513	-948	9	883	874	221	19	980	2509	636
8_70_300_36_float	1485	1657	38.56940980881131	24.074812967581046	31.322111388196177	0	802	447	1157	1385	1144	0.0	-1.0	-1108	-319	208	387	179	99	10	812	1733	663
6_30_300_12_float	10431	1657	192.97545454545454	-20.984536082474225	106.97999531396438	4	662	227	2411	1590	683	72.0	-1.0	-473	-775	0	7647	7647	743	25	687	2844	429
10_40_700_12_nonfl	3459	1657	145.1113523573201	-48.488516449410305	96.7999344033652	14	351	655	2218	1490	700	39.0	-5.0	-981	-1005	6	1149	1143	519	309	660	2465	448
2_40_500_12_nonfl	8544	1657	140.4734107579462	-37.85146699266504	89.16243887530561	9	358	667	2247	1490	506	38.0	-4.0	-486	-1005	2	6209	6207	517	317	675	2502	453
10_50_100_36_float	2254	1657	106.14958553127354	55.745290128108515	80.94743782969103	0	586	670	1398	1596	1131	3.0	-1.0	-1040	-119	128	611	483	352	20	606	1617	1017
2_70_100_12_float	4144	1657	165.32507936507938	16.99142857142857	91.15825396825397	2	698	384	2068	1580	962	36.5	-1.0	-868	-160	8	1754	1746	568	21	719	2393	736
2_50_500_36_float	1932	1657	29.003328402366865	11.926405325443787	20.464866863905325	1	894	542	1268	1385	957	0.0	-1.0	-998	-519	111	594	483	89	15	909	1967	722
8_30_700_36_nonfl	1434	1657	47.89107142857143	-4.166071428571429	26.02857142857143	11	347	707	1186	1388	806	2.0	-1.0	-713	-726	254	453	199	103	302	649	1401	537
8_70_700_36_float	1444	1657	30.925558312655088	7.380066170388751	19.15281224152192	12	852	437	1129	1385	957	0.0	-1.0	-1108	-822	187	364	177	55	12	864	1771	635
10_60_100_28_float	2182	1657	101.0482487491065	45.499285203716944	73.27376697641172	0	698	593	1507	1596	1117	4.0	-1.0	-1155	-119	106	470	364	331	18	716	1833	947
10_40_300_28_nonfl	1699	1657	79.26889419252188	0.7852028639618138	40.02704852824185	0	354	718	1442	1597	806	5.0	-1.0	-713	-320	183	399	216	197	307	661	1637	570
2_50_300_28_float	2349	1657	60.62591605596269	10.794137241838774	35.71002664890073	0	885	537	1580	1596	962	3.0	-1.0	-815	-319	59	693	634	188	15	900	2256	731
2_70_700_12_nonfl	7853	1657	129.69283489096574	-44.35411471321696	87.02347480209136	14	362	734	2114	1490	959	27.0	-4.0	-981	-1005	2	5726	5724	408	294	656	2401	513
2_50_700_12_nonfl	9034	1657	139.60055521283158	-46.67037037037037	93.13546279160097	14	357	676	2209	1490	700	36.0	-5.0	-981	-1005	2	6776	6774	486	305	662	2461	474
10_50_100_20_float	3166	1657	133.5875796178344	29.7828025477707	81.68519108280255	0	769	488	1883	1628	972	18.5	-1.0	-895	-174	22	993	971	471	21	790	2201	918
10_40_500_36_nonfl	1283	1657	45.860454115421	0.5681173131504257	23.21428571428571	1	337	670	1107	1388	806	2.0	-1.0	-999	-520	299	414	115	100	281	618	1331	502
6_50_100_20_float	3207	1657	133.5875796178344	29.7828025477707	81.68519108280255	0	769	488	1883	1628	972	18.5	-1.0	-895	-174	22	1034	1012	471	21	790	2201	918
4_30_100_12_float	9389	1657	217.82019405700424	-0.04790782292298363	108.93405093996361	2	600	225	2473	1590	683	76.0	-1.0	-530	-160	1	6372	6371	845	26	626	2719	553
10_30_700_12_nonfl	3662	1657	152.80871446229912	-50.08256029684601	101.44563737957256	14	343	634	2259	1490	700	42.0	-5.0	-981	-1005	5	1275	1270	561	319	662	2499	416
2_70_700_28_float	1870	1657	45.89701803051317	-1.4975728155339805	23.697295423023576	11	948	502	1434	1280	962	0.0	-1.0	-1108	-822	68	381	313	103	16	964	2184	684
4_30_300_12_float	12005	1657	192.97545454545454	-20.984536082474225	106.97999531396438	4	662	227	2411	1590	683	72.0	-1.0	-473	-775	0	9221	9221	743	25	687	2844	429
8_70_500_12_nonfl	3140	1657	125.54169259489733	-33.58525202240199	79.56347230864966	9	365	741	2108	1490	959	26.0	-4.0	-495	-1005	6	1022	1016	404	299	664	2409	506
10_70_300_36_float	1478	1657	38.68295739348371	24.114035087719298	31.398496240601503	0	794	445	1155	1385	1144	0.0	-1.0	-1108	-319	215	393	178	99	10	804	1728	656
8_50_100_20_nonfl	2650	1657	129.0099075297226	28.008586525759576	78.50924702774108	0	326	846	1856	1623	966	15.0	-1.0	-844	-149	47	613	566	434	311	637	1825	892
4_50_300_28_float	2341	1657	60.67778519012675	10.80653769179453	35.742161440960636	0	885	537	1576	1596	962	3.0	-1.0	-815	-319	63	691	628	188	15	900	2253	730
8_60_500_28_float	1986	1657	43.9160409556314	2.2645051194539247	23.090273037542662	2	947	517	1466	1280	962	1.0	-1.0	-815	-519	74	462	388	117	17	964	2226	687
6_40_500_28_float	3221	1657	51.675614489003884	1.256791720569211	26.466203104786548	4	947	541	1604	1280	805	3.0	-1.0	-712	-588	30	1502	1472	176	17	964	2361	714
4_60_300_28_float	2056	1657	57.03396739130435	11.859035326086957	34.446501358695656	0	894	525	1525	1596	962	3.0	-1.0	-815	-319	74	473	399	165	14	908	2201	729
4_70_300_20_nonfl	2292	1657	67.88323736404351	-3.2888675623800383	35.58605246321177	2	409	942	1775	1336	969	4.5	-1.0	-1109	-546	22	516	494	209	360	769	2110	656
6_30_500_12_nonfl	5162	1657	147.5015216068168	-39.295496043822276	93.39850882531954	9	350	647	2289	1490	506	41.0	-4.0	-486	-1005	0	2748	2748	557	326	676	2536	424
10_70_100_28_float	1969	1657	92.80749258160238	47.445103857566764	70.12629821958457	0	693	568	1435	1506	1117	3.0	-1.0	-1155	-119	125	380	255	298	18	711	1762	916
8_30_700_28_float	3854	1657	58.567524115755624	-4.214147909967846	31.390836012861733	11	941	533	1636	1383	805	3.0	-1.0	-712	-948	24	2079	2055	208	17	958	2398	695
4_60_500_20_nonfl	2504	1657	69.24905897114178	-16.176489028213165	42.712773999677474	6	420	922	1846	1275	959	6.0	-1.0	-495	-746	11	692	681	196	363	783	2208	619
8_50_500_36_nonfl	1377	1657	33.54933333333334	1.8928888888888888	17.721111111111114	1	355	758	1137	1388	960	1.0	-1.0	-999	-520	254	420	166	79	296	651	1400	554
2_30_300_28_nonfl	4937	1657	74.6986128625473	2.3836696090794454	38.54114123581337	2	385	966	1821	1597	998	6.0	-1.0	-1079	-546	21	3050	3029	276	375	760	2048	749
10_70_500_36_nonfl	1163	1657	27.166017526777022	5.08763388510224	16.12682570593963	1	346	693	1015	1388	960	0.0	-1.0	-1109	-520	304	383	79	55	276	622	1273	505
8_30_100_12_float	8368	1657	217.82019405700424	-0.04790782292298363	108.93405093996361	2	600	225	2473	1590	683	76.0	-1.0	-530	-160	1	5351	5350	845	26	626	2719	553
6_40_300_36_float	2552	1657	62.51280276816609	19.821107266435988	41.166955017301035	1	842	561	1487	1596	901	3.0	-1.0	-864	-663	70	951	881	205	16	858	2056	818
6_30_500_36_nonfl	1695	1657	47.561074918566774	1.8122964169381108	24.686685667752442	1	357	788	1311	1388	806	2.0	-1.0	-713	-520	194	519	325	128	313	670	1531	612
2_60_100_36_float	1873	1657	85.65060240963855	62.74096385542169	74.19578313253012	0	575	664	1251	1506	1203	1.0	-1.0	-1116	-119	166	453	287	284	14	589	1502	974
10_30_500_12_float	9169	1657	188.41033434650456	-33.60577507598784	111.0080547112462	7	657	243	2390	1494	836	70.0	-1.0	-757	-1008	0	6414	6414	731	26	683	2847	417
10_50_500_20_nonfl	2105	1657	75.94418132611638	-17.442190669371197	46.69318599774379	6	405	820	1731	1275	959	7.0	-1.0	-513	-746	64	435	371	217	349	754	2051	558
4_50_300_12_nonfl	4470	1657	135.33518176216882	-21.264325323475045	78.29975354282193	5	357	696	2193	1588	960	34.0	-4.0	-517	-443	4	2209	2205	482	306	663	2442	498
2_30_700_20_float	7233	1657	101.26378676470588	-20.810049019607842	61.036917892156865	13	915	399	1950	1383	683	16.0	-1.0	-513	-948	0	5160	5160	356	21	936	2661	582
4_40_100_20_nonfl	3562	1657	132.98583123425692	24.57903022670025	78.78243073047858	0	323	863	1990	1623	969	19.0	-1.0	-888	-149	15	1326	1311	488	323	646	1942	911
10_50_300_20_nonfl	2149	1657	83.83254557731263	-6.8679945982444295	45.350270087778526	2	394	830	1738	1336	960	8.0	-1.0	-806	-546	65	433	368	256	347	741	2030	585
10_40_700_36_nonfl	1246	1657	44.100671140939596	-2.3844678811121764	23.242569511025888	10	338	660	1088	1388	806	2.0	-1.0	-999	-720	300	410	110	83	283	621	1309	494
4_60_700_20_float	2954	1657	86.58281053952321	-16.677227101631118	51.63001882057716	13	960	420	1808	1280	962	8.0	-1.0	-513	-948	8	1075	1067	245	19	979	2546	623
6_30_100_28_float	5358	1657	166.30527638190955	25.71639447236181	96.01083542713567	0	661	476	2047	1596	957	34.0	-1.0	-587	-119	19	2881	2862	612	24	685	2225	935
8_40_300_12_float	7135	1657	181.12172854534387	-18.139683505782106	99.63070602556299	4	684	259	2343	1590	683	65.0	-1.0	-529	-775	0	4475	4475	681	24	708	2792	470
8_70_300_36_nonfl	1305	1657	35.85911602209945	20.585174953959484	28.22214548802947	0	334	742	1096	1388	1211	1.0	-1.0	-1109	-320	271	395	124	92	289	623	1294	589
8_60_100_28_float	2188	1657	100.67141838916608	45.39272986457591	73.032074126871	0	698	597	1511	1596	1117	4.0	-1.0	-1155	-119	102	468	366	331	18	716	1839	949
2_50_100_20_nonfl	2997	1657	124.61362169141381	28.313105229180117	76.46336346029696	0	330	883	1885	1623	966	14.0	-1.0	-888	-149	30	908	878	434	316	646	1858	924
6_50_500_36_nonfl	1575	1657	29.55349794238683	6.1987654320987655	17.876131687242797	1	372	835	1223	1388	960	1.0	-1.0	-999	-520	195	468	273	80	310	682	1490	630
6_40_100_36_float	2972	1657	134.46084546084546	47.843035343035346	91.15194040194041	0	590	658	1638	1596	1131	13.0	-1.0	-930	-119	70	957	887	467	23	613	1778	1085
10_40_300_12_nonfl	3442	1657	142.60111317254174	-24.075757575757574	83.33843537414965	5	353	662	2219	1588	776	39.0	-4.0	-517	-443	7	1112	1105	525	311	664	2455	468
4_70_300_28_float	1885	1657	52.17270194986072	12.464484679665738	32.318593314763234	0	888	514	1470	1280	962	2.0	-1.0	-1108	-319	83	368	285	150	13	901	2145	714
2_40_300_28_nonfl	2850	1657	60.411842105263155	6.080263157894737	33.24605263157895	1	383	966	1691	1597	851	3.0	-1.0	-806	-664	40	1138	1098	203	360	743	1930	750
2_60_100_20_float	2842	1657	123.2864077669903	32.47766990291262	77.88203883495146	0	792	513	1785	1596	965	12.0	-1.0	-895	-152	31	779	748	423	19	811	2141	930
2_60_700_12_float	15738	1657	170.1326530612245	-38.21768707482993	104.17517006802721	13	694	306	2234	1494	962	55.0	-1.0	-847	-1162	1	13299	13298	589	26	720	2704	504
4_30_300_36_float	2954	1657	75.72417285617826	16.75725860904794	46.2407157326131	2	839	547	1576	1596	901	3.0	-1.0	-712	-553	56	1247	1191	252	17	856	2134	811
6_60_300_28_float	2043	1657	57.367416496250854	11.817655078391274	34.59253578732106	0	890	521	1523	1596	962	3.0	-1.0	-815	-319	76	467	391	165	14	904	2195	725
10_30_300_20_nonfl	2390	1657	103.92523364485982	-14.418558077436582	59.1718958611482	2	382	771	1843	1383	806	13.0	-1.0	-588	-546	64	547	483	336	355	737	2107	534
4_60_300_36_float	1695	1657	45.107674236491775	23.325763508222398	34.216718872357085	0	823	479	1252	1385	1144	0.0	-1.0	-1108	-319	155	444	289	125	13	836	1824	717
6_30_500_20_float	6916	1657	96.6859756097561	-16.556368068251068	56.62117183900358	5	923	407	1950	1383	805	15.0	-1.0	-561	-948	0	4831	4831	359	21	944	2682	579
10_60_500_20_float	2731	1657	81.25702685821362	-11.591760299625468	46.42439357891954	5	970	427	1805	1280	962	8.0	-1.0	-499	-948	9	846	837	243	19	989	2564	621
8_30_100_28_float	4590	1657	168.26539682539683	25.726031746031747	96.99571428571429	0	657	462	2031	1596	957	34.5	-1.0	-587	-119	24	2138	2114	609	24	681	2203	923
10_60_700_28_nonfl	1491	1657	49.74308943089431	-7.228048780487805	28.485569105691056	10	384	765	1311	1275	963	2.0	-1.0	-793	-720	184	340	156	94	303	687	1602	555
10_30_500_20_float	6219	1657	96.6859756097561	-16.556368068251068	56.62117183900358	5	923	407	1950	1383	805	15.0	-1.0	-561	-948	1	4135	4134	359	21	944	2682	579
10_60_500_36_float	1624	1657	28.545490506329113	12.282436708860759	20.413963607594937	1	865	481	1182	1385	957	0.0	-1.0	-1108	-519	165	450	285	72	15	880	1844	669
2_40_100_28_nonfl	3167	1657	123.13210702341136	39.251170568561875	81.19163879598662	0	262	943	1785	1597	899	13.0	-1.0	-890	-120	49	1134	1085	437	324	586	1651	1015
8_40_700_20_float	3840	1657	92.5822002472188	-18.831273176761435	55.70673671199012	13	939	412	1885	1280	755	12.0	-1.0	-513	-948	2	1852	1850	303	20	959	2607	609
2_40_700_20_float	4128	1657	92.5822002472188	-18.831273176761435	55.70673671199012	13	939	412	1885	1280	755	12.0	-1.0	-513	-948	2	2140	2138	303	20	959	2607	609
8_50_100_36_float	2261	1657	105.66291291291292	55.89977477477478	80.78134384384384	0	592	674	1398	1596	1131	3.0	-1.0	-1040	-119	124	609	485	352	20	612	1619	1025
10_50_700_36_float	1874	1657	31.61921032649962	8.660592255125284	20.139901290812453	12	884	512	1238	1385	957	0.0	-1.0	-998	-822	125	598	473	76	15	899	1917	702
4_30_700_12_float	16907	1657	192.1929181929182	-43.03449328449329	117.61370573870575	13	640	259	2377	1494	845	71.0	-1.0	-847	-1162	0	14157	14157	734	26	666	2825	425
10_60_300_20_nonfl	2055	1657	80.128231292517	-4.727551020408163	42.42789115646258	2	398	849	1693	1336	960	6.0	-1.0	-806	-546	68	385	317	233	343	741	1994	603
8_40_700_36_float	2246	1657	36.23503965392934	9.605984138428262	22.9205118961788	12	893	545	1336	1385	901	0.0	-1.0	-804	-822	93	835	742	107	15	908	2013	746
8_60_300_28_nonfl	1729	1657	56.558086560364465	6.895596051632498	31.72684130599848	0	367	839	1428	1275	1077	3.0	-1.0	-817	-320	141	390	249	151	324	691	1668	642
2_70_300_20_float	2586	1657	78.06893265565438	0.25984752223634056	39.16439008894536	3	949	469	1730	1288	962	5.5	-1.0	-1108	-883	15	743	728	246	14	963	2467	667
4_50_100_36_float	2266	1657	104.8435628742515	55.77282934131737	80.30819610778444	0	594	677	1401	1596	1131	3.0	-1.0	-1040	-119	123	609	486	352	20	614	1625	1027
4_30_500_20_nonfl	4858	1657	81.49571865443426	-21.42848410757946	51.46210138100686	6	410	886	1974	1383	806	10.0	-2.0	-561	-746	3	2878	2875	289	374	784	2316	582
6_70_700_20_nonfl	2180	1657	72.2762395363812	-21.577863577863578	46.92705155712239	14	412	896	1798	1275	963	6.0	-1.0	-1109	-821	21	443	422	182	365	777	2129	614
2_60_700_28_nonfl	1883	1657	42.184577808792746	-6.673761339846476	24.429169574319612	11	406	945	1515	1275	963	2.0	-1.0	-806	-821	78	422	344	95	343	749	1849	674
2_50_500_20_float	3293	1657	84.26288019863439	-12.209057071960297	48.23596863529735	5	953	422	1847	1280	962	9.0	-1.0	-513	-948	5	1360	1355	267	19	972	2589	616
8_40_300_20_nonfl	2553	1657	84.97872340425532	-7.74274661508704	46.36073500967118	2	398	866	1838	1336	969	9.0	-1.0	-806	-546	31	686	655	288	358	756	2139	605
6_40_700_28_float	3191	1657	52.256360078277886	-1.9778212654924983	27.117090671885194	11	951	530	1585	1280	805	3.0	-1.0	-712	-948	29	1497	1468	164	17	968	2335	714
2_50_300_36_float	2002	1657	51.985207100591715	21.398298816568047	36.69175295857988	0	831	526	1347	1596	957	0.0	-1.0	-998	-319	114	600	486	153	15	846	1933	756
6_50_300_12_float	6831	1657	175.04136029411765	-16.497242647058822	95.76930147058823	4	696	268	2300	1590	776	61.0	-1.0	-457	-775	0	4283	4283	637	23	719	2749	492
4_40_500_20_nonfl	3334	1657	73.84072704867529	-19.022783251231527	46.43175514995341	6	416	902	1928	1275	806	8.0	-2.0	-561	-746	5	1423	1418	244	369	785	2276	603
8_70_700_36_nonfl	1256	1657	30.83133086876155	-0.37615526802218113	15.603743068391866	10	354	730	1080	1388	806	0.0	-1.0	-1109	-720	266	388	122	50	297	651	1330	537
6_40_300_36_nonfl	1734	1657	73.34609120521172	13.124592833876221	43.23534201954397	0	334	751	1371	1597	1143	3.5	-1.0	-999	-320	192	489	297	189	318	652	1482	656
8_50_700_28_float	2240	1657	50.39519945909398	-2.026031102096011	26.210615280594997	11	942	513	1503	1280	962	2.0	-1.0	-805	-948	58	667	609	132	16	958	2254	688
4_60_100_20_float	2833	1657	123.2864077669903	32.47766990291262	77.88203883495146	0	792	513	1785	1596	965	12.0	-1.0	-895	-152	31	770	739	423	19	811	2141	930
8_60_100_12_nonfl	3205	1657	151.00095298602287	12.89453621346887	81.94774459974587	3	321	734	2093	1588	960	29.0	-1.0	-600	-209	17	925	908	521	293	614	2107	748
8_70_700_12_nonfl	3188	1657	129.8163647720175	-44.4084375	87.11240113600874	14	360	734	2108	1490	959	27.0	-4.0	-981	-1005	4	1067	1063	408	294	654	2395	511
2_60_300_36_float	1698	1657	44.775215011727916	23.55199374511337	34.163604378420644	0	823	483	1252	1385	1144	0.0	-1.0	-1108	-319	152	442	290	125	13	836	1826	719
4_50_500_20_float	3215	1657	84.26288019863439	-12.209057071960297	48.23596863529735	5	953	422	1847	1280	962	9.0	-1.0	-513	-948	5	1282	1277	267	19	972	2589	616
2_70_700_12_float	14864	1657	164.126400996264	-36.83302180685358	100.4797114015588	13	711	315	2186	1494	962	50.0	-1.0	-847	-1162	1	12508	12507	545	25	736	2660	525
10_60_500_12_float	5656	1657	166.3179581795818	-28.800123001230013	97.55904059040591	7	713	297	2242	1494	962	54.0	-1.0	-757	-1008	1	3212	3211	588	26	739	2734	492
2_40_100_36_float	3226	1657	130.12576687116564	48.605316973415135	89.36554192229039	0	598	689	1647	1596	1131	11.0	-1.0	-930	-119	62	1179	1117	467	23	621	1804	1107
2_60_300_28_float	2064	1657	56.986092265943014	11.844979647218453	34.41553595658073	0	894	525	1529	1596	962	3.0	-1.0	-815	-319	70	475	405	165	14	908	2204	730
6_60_500_20_float	2820	1657	81.25702685821362	-11.591760299625468	46.42439357891954	5	970	427	1805	1280	962	8.0	-1.0	-499	-948	8	934	926	243	19	989	2564	621
4_40_700_28_nonfl	2638	1657	48.00236646382691	-7.657538877620014	27.82995267072346	11	405	952	1601	1275	963	3.0	-1.0	-806	-821	50	1052	1002	135	357	762	1918	683
10_50_300_20_float	3035	1657	91.27213216957605	-2.135286783042394	46.70370947630922	3	931	439	1838	1288	962	10.0	-1.0	-625	-883	8	1068	1060	306	16	947	2544	648
10_50_500_36_nonfl	1239	1657	35.8398288973384	2.167300380228137	19.003564638783267	1	344	693	1067	1388	960	2.0	-1.0	-999	-520	299	402	103	77	279	623	1318	507
8_60_100_12_float	4204	1657	177.1293157564344	12.95731324544884	95.04331450094162	2	679	350	2157	1580	962	45.0	-1.0	-868	-160	9	1697	1688	628	22	701	2466	698
6_50_500_28_float	2282	1657	47.20374081496326	1.6963927855711423	24.4500668002672	2	939	531	1524	1280	962	2.0	-1.0	-815	-519	60	685	625	140	16	955	2290	688
2_40_700_20_nonfl	3605	1657	80.75868486352357	-24.60043397396156	52.67955941874256	15	410	882	1932	1275	963	9.0	-2.0	-513	-821	3	1702	1699	246	371	781	2250	605
4_50_100_28_nonfl	2378	1657	108.54266572637518	43.06417489421721	75.80342031029619	0	265	939	1632	1597	1116	8.5	-1.0	-1157	-120	99	593	494	369	310	575	1550	976
4_30_500_28_nonfl	2895	1657	57.93220899470899	-6.997685185185185	32.46494708994709	4	404	938	1682	1370	806	3.0	-1.0	-711	-588	46	1203	1157	196	364	768	1988	672
6_50_100_12_nonfl	3831	1657	160.54226675015656	9.160613650594865	84.8514402003757	3	313	699	2182	1588	960	36.0	-1.0	-699	-209	10	1420	1410	575	307	620	2169	718
8_60_500_20_nonfl	2184	1657	71.27049180327869	-15.157929226736567	43.21421051500763	6	417	872	1761	1275	959	5.0	-1.0	-495	-746	36	466	430	196	353	770	2105	594
6_50_100_36_nonfl	1900	1657	107.34472817133444	57.56095551894563	82.45284184514003	0	229	842	1357	1597	1211	5.0	0.0	-1415	-120	195	468	273	333	284	513	1200	944
2_30_300_20_float	7155	1657	110.42188449848024	-8.072948328267477	59.247416413373855	3	898	405	1987	1383	805	18.0	-1.0	-625	-883	1	4994	4993	415	20	918	2657	613
10_30_100_28_nonfl	2267	1657	194.0721649484536	20.984139571768438	107.52815226011103	0	229	551	1742	1597	806	41.0	-1.0	-768	-130	183	450	267	510	303	532	1506	713
8_40_100_36_nonfl	1898	1657	173.18077601410934	37.832451499118164	105.50661375661375	0	212	587	1469	1597	884	26.0	-1.0	-1038	-120	254	438	184	423	288	500	1189	791
8_30_300_28_nonfl	2038	1657	92.56194362017804	-5.153560830860534	48.857752225519285	0	352	741	1603	1597	806	9.0	-1.0	-682	-320	134	518	384	259	341	693	1774	581
10_70_300_28_nonfl	1497	1657	57.023789991796555	7.433962264150943	32.22887612797375	0	363	756	1319	1275	1077	3.0	-1.0	-1109	-320	191	328	137	133	298	661	1560	580
8_50_700_36_float	1884	1657	31.462264150943398	8.94	20.201132075471698	12	894	516	1240	1385	957	0.0	-1.0	-998	-822	117	592	475	76	15	909	1922	713
2_70_500_28_float	1871	1657	42.25950241879751	2.4416033172080165	22.35055286800276	2	945	510	1439	1280	962	0.0	-1.0	-1108	-519	75	379	304	108	16	961	2199	679
2_40_100_20_nonfl	3658	1657	132.98583123425692	24.57903022670025	78.78243073047858	0	323	863	1990	1623	969	19.0	-1.0	-888	-149	15	1422	1407	488	323	646	1942	911
4_40_500_28_nonfl	2671	1657	47.43628437290409	-3.8910127431254193	25.663648558014756	3	407	963	1612	1275	806	3.0	-1.0	-806	-520	50	1058	1008	149	355	762	1943	684
2_50_100_20_float	3243	1657	133.5875796178344	29.7828025477707	81.68519108280255	0	769	488	1883	1628	972	18.5	-1.0	-895	-174	22	1070	1048	471	21	790	2201	918
2_50_100_12_float	5647	1657	190.18404717566727	9.438547486033519	99.8112973308504	2	658	318	2246	1590	776	55.0	-1.0	-602	-160	4	2996	2992	689	23	681	2532	667
8_60_700_28_nonfl	1662	1657	45.319433817903594	-8.456388676358072	26.887911247130834	10	389	845	1380	1275	963	2.0	-1.0	-806	-821	138	387	249	95	325	714	1682	607
6_50_500_20_nonfl	2574	1657	72.12673830594184	-17.753000631711938	44.93986946882689	6	417	885	1862	1275	959	8.0	-1.0	-513	-746	14	749	735	218	365	782	2205	596
6_70_100_28_nonfl	1789	1657	94.33898973954223	46.739936858721386	70.53946329913181	0	270	859	1405	1499	1336	4.0	-1.0	-1157	-120	162	346	184	284	285	555	1356	893
4_50_100_12_float	5367	1657	190.18404717566727	9.438547486033519	99.8112973308504	2	658	318	2246	1590	776	55.0	-1.0	-602	-160	5	2717	2712	689	23	681	2532	667
4_40_700_28_float	3210	1657	51.88636363636363	-1.75	26.818181818181817	11	959	534	1587	1280	805	3.0	-1.0	-712	-948	26	1506	1480	164	17	976	2342	721
8_60_500_12_nonfl	3348	1657	130.60180012414648	-34.838299193047796	82.72004965859713	9	361	716	2145	1490	959	30.0	-4.0	-486	-1005	6	1177	1171	439	300	661	2435	487
4_60_700_36_float	1621	1657	29.22663000785546	8.789473684210526	19.00805184603299	12	885	481	1180	1385	957	0.0	-1.0	-1108	-822	147	431	284	61	15	900	1843	688
